"","person","item","poly","dich","description","anger","male","do","other","scold","shout"
"4389",183,21,0,0,"want store shout",12,0,1,0,0,1
"4390",183,22,1,1,"want operator curse",12,0,1,0,0,0
"4391",183,23,1,1,"want operator scold",12,0,1,0,1,0
"4392",183,24,0,0,"want operator shout",12,0,1,0,0,1
"4393",184,1,2,1,"do bus curse",17,0,0,1,0,0
"4394",184,2,2,1,"do bus scold",17,0,0,1,1,0
"4395",184,3,0,0,"do bus shout",17,0,0,1,0,1
"4396",184,4,1,1,"do train curse",17,0,0,1,0,0
"4397",184,5,1,1,"do train scold",17,0,0,1,1,0
"4398",184,6,0,0,"do train shout",17,0,0,1,0,1
"4399",184,7,1,1,"do store curse",17,0,0,0,0,0
"4400",184,8,0,0,"do store scold",17,0,0,0,1,0
"4401",184,9,0,0,"do store shout",17,0,0,0,0,1
"4402",184,10,1,1,"do operator curse",17,0,0,0,0,0
"4403",184,11,0,0,"do operator scold",17,0,0,0,1,0
"4404",184,12,1,1,"do operator shout",17,0,0,0,0,1
"4405",184,13,2,1,"want bus curse",17,0,1,1,0,0
"4406",184,14,2,1,"want bus scold",17,0,1,1,1,0
"4407",184,15,0,0,"want bus shout",17,0,1,1,0,1
"4408",184,16,2,1,"want train curse",17,0,1,1,0,0
"4409",184,17,1,1,"want train scold",17,0,1,1,1,0
"4410",184,18,0,0,"want train shout",17,0,1,1,0,1
"4411",184,19,0,0,"want store curse",17,0,1,0,0,0
"4412",184,20,0,0,"want store scold",17,0,1,0,1,0
"4413",184,21,0,0,"want store shout",17,0,1,0,0,1
"4414",184,22,2,1,"want operator curse",17,0,1,0,0,0
"4415",184,23,0,0,"want operator scold",17,0,1,0,1,0
"4416",184,24,1,1,"want operator shout",17,0,1,0,0,1
"4417",185,1,0,0,"do bus curse",21,0,0,1,0,0
"4418",185,2,0,0,"do bus scold",21,0,0,1,1,0
"4419",185,3,0,0,"do bus shout",21,0,0,1,0,1
"4420",185,4,0,0,"do train curse",21,0,0,1,0,0
"4421",185,5,0,0,"do train scold",21,0,0,1,1,0
"4422",185,6,1,1,"do train shout",21,0,0,1,0,1
"4423",185,7,0,0,"do store curse",21,0,0,0,0,0
"4424",185,8,0,0,"do store scold",21,0,0,0,1,0
"4425",185,9,0,0,"do store shout",21,0,0,0,0,1
"4426",185,10,0,0,"do operator curse",21,0,0,0,0,0
"4427",185,11,0,0,"do operator scold",21,0,0,0,1,0
"4428",185,12,2,1,"do operator shout",21,0,0,0,0,1
"4429",185,13,0,0,"want bus curse",21,0,1,1,0,0
"4430",185,14,0,0,"want bus scold",21,0,1,1,1,0
"4431",185,15,0,0,"want bus shout",21,0,1,1,0,1
"4432",185,16,0,0,"want train curse",21,0,1,1,0,0
"4433",185,17,0,0,"want train scold",21,0,1,1,1,0
"4434",185,18,0,0,"want train shout",21,0,1,1,0,1
"4435",185,19,2,1,"want store curse",21,0,1,0,0,0
"4436",185,20,0,0,"want store scold",21,0,1,0,1,0
"4437",185,21,0,0,"want store shout",21,0,1,0,0,1
"4438",185,22,1,1,"want operator curse",21,0,1,0,0,0
"4439",185,23,0,0,"want operator scold",21,0,1,0,1,0
"4440",185,24,0,0,"want operator shout",21,0,1,0,0,1
"4441",186,1,0,0,"do bus curse",21,0,0,1,0,0
"4442",186,2,0,0,"do bus scold",21,0,0,1,1,0
"4443",186,3,0,0,"do bus shout",21,0,0,1,0,1
"4444",186,4,1,1,"do train curse",21,0,0,1,0,0
"4445",186,5,2,1,"do train scold",21,0,0,1,1,0
"4446",186,6,1,1,"do train shout",21,0,0,1,0,1
"4447",186,7,0,0,"do store curse",21,0,0,0,0,0
"4448",186,8,0,0,"do store scold",21,0,0,0,1,0
"4449",186,9,0,0,"do store shout",21,0,0,0,0,1
"4450",186,10,0,0,"do operator curse",21,0,0,0,0,0
"4451",186,11,0,0,"do operator scold",21,0,0,0,1,0
"4452",186,12,0,0,"do operator shout",21,0,0,0,0,1
"4453",186,13,0,0,"want bus curse",21,0,1,1,0,0
"4454",186,14,1,1,"want bus scold",21,0,1,1,1,0
"4455",186,15,0,0,"want bus shout",21,0,1,1,0,1
"4456",186,16,1,1,"want train curse",21,0,1,1,0,0
"4457",186,17,1,1,"want train scold",21,0,1,1,1,0
"4458",186,18,0,0,"want train shout",21,0,1,1,0,1
"4459",186,19,0,0,"want store curse",21,0,1,0,0,0
"4460",186,20,0,0,"want store scold",21,0,1,0,1,0
"4461",186,21,0,0,"want store shout",21,0,1,0,0,1
"4462",186,22,0,0,"want operator curse",21,0,1,0,0,0
"4463",186,23,1,1,"want operator scold",21,0,1,0,1,0
"4464",186,24,0,0,"want operator shout",21,0,1,0,0,1
"4465",187,1,0,0,"do bus curse",16,0,0,1,0,0
"4466",187,2,1,1,"do bus scold",16,0,0,1,1,0
"4467",187,3,0,0,"do bus shout",16,0,0,1,0,1
"4468",187,4,1,1,"do train curse",16,0,0,1,0,0
"4469",187,5,1,1,"do train scold",16,0,0,1,1,0
"4470",187,6,1,1,"do train shout",16,0,0,1,0,1
"4471",187,7,0,0,"do store curse",16,0,0,0,0,0
"4472",187,8,0,0,"do store scold",16,0,0,0,1,0
"4473",187,9,0,0,"do store shout",16,0,0,0,0,1
"4474",187,10,1,1,"do operator curse",16,0,0,0,0,0
"4475",187,11,2,1,"do operator scold",16,0,0,0,1,0
"4476",187,12,0,0,"do operator shout",16,0,0,0,0,1
"4477",187,13,1,1,"want bus curse",16,0,1,1,0,0
"4478",187,14,1,1,"want bus scold",16,0,1,1,1,0
"4479",187,15,0,0,"want bus shout",16,0,1,1,0,1
"4480",187,16,2,1,"want train curse",16,0,1,1,0,0
"4481",187,17,2,1,"want train scold",16,0,1,1,1,0
"4482",187,18,0,0,"want train shout",16,0,1,1,0,1
"4483",187,19,0,0,"want store curse",16,0,1,0,0,0
"4484",187,20,0,0,"want store scold",16,0,1,0,1,0
"4485",187,21,0,0,"want store shout",16,0,1,0,0,1
"4486",187,22,1,1,"want operator curse",16,0,1,0,0,0
"4487",187,23,1,1,"want operator scold",16,0,1,0,1,0
"4488",187,24,1,1,"want operator shout",16,0,1,0,0,1
"4489",188,1,0,0,"do bus curse",19,1,0,1,0,0
"4490",188,2,1,1,"do bus scold",19,1,0,1,1,0
"4491",188,3,0,0,"do bus shout",19,1,0,1,0,1
"4492",188,4,1,1,"do train curse",19,1,0,1,0,0
"4493",188,5,1,1,"do train scold",19,1,0,1,1,0
"4494",188,6,1,1,"do train shout",19,1,0,1,0,1
"4495",188,7,0,0,"do store curse",19,1,0,0,0,0
"4496",188,8,0,0,"do store scold",19,1,0,0,1,0
"4497",188,9,0,0,"do store shout",19,1,0,0,0,1
"4498",188,10,1,1,"do operator curse",19,1,0,0,0,0
"4499",188,11,1,1,"do operator scold",19,1,0,0,1,0
"4500",188,12,0,0,"do operator shout",19,1,0,0,0,1
"4501",188,13,2,1,"want bus curse",19,1,1,1,0,0
"4502",188,14,1,1,"want bus scold",19,1,1,1,1,0
"4503",188,15,0,0,"want bus shout",19,1,1,1,0,1
"4504",188,16,2,1,"want train curse",19,1,1,1,0,0
"4505",188,17,1,1,"want train scold",19,1,1,1,1,0
"4506",188,18,0,0,"want train shout",19,1,1,1,0,1
"4507",188,19,2,1,"want store curse",19,1,1,0,0,0
"4508",188,20,0,0,"want store scold",19,1,1,0,1,0
"4509",188,21,0,0,"want store shout",19,1,1,0,0,1
"4510",188,22,1,1,"want operator curse",19,1,1,0,0,0
"4511",188,23,1,1,"want operator scold",19,1,1,0,1,0
"4512",188,24,0,0,"want operator shout",19,1,1,0,0,1
"4513",189,1,1,1,"do bus curse",19,1,0,1,0,0
"4514",189,2,1,1,"do bus scold",19,1,0,1,1,0
"4515",189,3,0,0,"do bus shout",19,1,0,1,0,1
"4516",189,4,1,1,"do train curse",19,1,0,1,0,0
"4517",189,5,1,1,"do train scold",19,1,0,1,1,0
"4518",189,6,0,0,"do train shout",19,1,0,1,0,1
"4519",189,7,0,0,"do store curse",19,1,0,0,0,0
"4520",189,8,0,0,"do store scold",19,1,0,0,1,0
"4521",189,9,0,0,"do store shout",19,1,0,0,0,1
"4522",189,10,1,1,"do operator curse",19,1,0,0,0,0
"4523",189,11,1,1,"do operator scold",19,1,0,0,1,0
"4524",189,12,0,0,"do operator shout",19,1,0,0,0,1
"4525",189,13,1,1,"want bus curse",19,1,1,1,0,0
"4526",189,14,1,1,"want bus scold",19,1,1,1,1,0
"4527",189,15,0,0,"want bus shout",19,1,1,1,0,1
"4528",189,16,2,1,"want train curse",19,1,1,1,0,0
"4529",189,17,1,1,"want train scold",19,1,1,1,1,0
"4530",189,18,0,0,"want train shout",19,1,1,1,0,1
"4531",189,19,1,1,"want store curse",19,1,1,0,0,0
"4532",189,20,0,0,"want store scold",19,1,1,0,1,0
"4533",189,21,0,0,"want store shout",19,1,1,0,0,1
"4534",189,22,1,1,"want operator curse",19,1,1,0,0,0
"4535",189,23,1,1,"want operator scold",19,1,1,0,1,0
"4536",189,24,0,0,"want operator shout",19,1,1,0,0,1
"4537",190,1,2,1,"do bus curse",13,1,0,1,0,0
"4538",190,2,0,0,"do bus scold",13,1,0,1,1,0
"4539",190,3,0,0,"do bus shout",13,1,0,1,0,1
"4540",190,4,2,1,"do train curse",13,1,0,1,0,0
"4541",190,5,0,0,"do train scold",13,1,0,1,1,0
"4542",190,6,0,0,"do train shout",13,1,0,1,0,1
"4543",190,7,1,1,"do store curse",13,1,0,0,0,0
"4544",190,8,0,0,"do store scold",13,1,0,0,1,0
"4545",190,9,0,0,"do store shout",13,1,0,0,0,1
"4546",190,10,1,1,"do operator curse",13,1,0,0,0,0
"4547",190,11,0,0,"do operator scold",13,1,0,0,1,0
"4548",190,12,0,0,"do operator shout",13,1,0,0,0,1
"4549",190,13,2,1,"want bus curse",13,1,1,1,0,0
"4550",190,14,0,0,"want bus scold",13,1,1,1,1,0
"4551",190,15,0,0,"want bus shout",13,1,1,1,0,1
"4552",190,16,2,1,"want train curse",13,1,1,1,0,0
"4553",190,17,0,0,"want train scold",13,1,1,1,1,0
"4554",190,18,0,0,"want train shout",13,1,1,1,0,1
"4555",190,19,0,0,"want store curse",13,1,1,0,0,0
"4556",190,20,0,0,"want store scold",13,1,1,0,1,0
"4557",190,21,0,0,"want store shout",13,1,1,0,0,1
"4558",190,22,2,1,"want operator curse",13,1,1,0,0,0
"4559",190,23,0,0,"want operator scold",13,1,1,0,1,0
"4560",190,24,0,0,"want operator shout",13,1,1,0,0,1
"4561",191,1,0,0,"do bus curse",31,1,0,1,0,0
"4562",191,2,0,0,"do bus scold",31,1,0,1,1,0
"4563",191,3,0,0,"do bus shout",31,1,0,1,0,1
"4564",191,4,0,0,"do train curse",31,1,0,1,0,0
"4565",191,5,0,0,"do train scold",31,1,0,1,1,0
"4566",191,6,0,0,"do train shout",31,1,0,1,0,1
"4567",191,7,2,1,"do store curse",31,1,0,0,0,0
"4568",191,8,0,0,"do store scold",31,1,0,0,1,0
"4569",191,9,0,0,"do store shout",31,1,0,0,0,1
"4570",191,10,0,0,"do operator curse",31,1,0,0,0,0
"4571",191,11,0,0,"do operator scold",31,1,0,0,1,0
"4572",191,12,0,0,"do operator shout",31,1,0,0,0,1
"4573",191,13,0,0,"want bus curse",31,1,1,1,0,0
"4574",191,14,0,0,"want bus scold",31,1,1,1,1,0
"4575",191,15,2,1,"want bus shout",31,1,1,1,0,1
"4576",191,16,2,1,"want train curse",31,1,1,1,0,0
"4577",191,17,0,0,"want train scold",31,1,1,1,1,0
"4578",191,18,0,0,"want train shout",31,1,1,1,0,1
"4579",191,19,0,0,"want store curse",31,1,1,0,0,0
"4580",191,20,0,0,"want store scold",31,1,1,0,1,0
"4581",191,21,0,0,"want store shout",31,1,1,0,0,1
"4582",191,22,2,1,"want operator curse",31,1,1,0,0,0
"4583",191,23,0,0,"want operator scold",31,1,1,0,1,0
"4584",191,24,0,0,"want operator shout",31,1,1,0,0,1
"4585",192,1,1,1,"do bus curse",23,0,0,1,0,0
"4586",192,2,0,0,"do bus scold",23,0,0,1,1,0
"4587",192,3,0,0,"do bus shout",23,0,0,1,0,1
"4588",192,4,2,1,"do train curse",23,0,0,1,0,0
"4589",192,5,2,1,"do train scold",23,0,0,1,1,0
"4590",192,6,1,1,"do train shout",23,0,0,1,0,1
"4591",192,7,0,0,"do store curse",23,0,0,0,0,0
"4592",192,8,0,0,"do store scold",23,0,0,0,1,0
"4593",192,9,0,0,"do store shout",23,0,0,0,0,1
"4594",192,10,2,1,"do operator curse",23,0,0,0,0,0
"4595",192,11,2,1,"do operator scold",23,0,0,0,1,0
"4596",192,12,0,0,"do operator shout",23,0,0,0,0,1
"4597",192,13,1,1,"want bus curse",23,0,1,1,0,0
"4598",192,14,0,0,"want bus scold",23,0,1,1,1,0
"4599",192,15,0,0,"want bus shout",23,0,1,1,0,1
"4600",192,16,2,1,"want train curse",23,0,1,1,0,0
"4601",192,17,2,1,"want train scold",23,0,1,1,1,0
"4602",192,18,0,0,"want train shout",23,0,1,1,0,1
"4603",192,19,0,0,"want store curse",23,0,1,0,0,0
"4604",192,20,0,0,"want store scold",23,0,1,0,1,0
"4605",192,21,0,0,"want store shout",23,0,1,0,0,1
"4606",192,22,1,1,"want operator curse",23,0,1,0,0,0
"4607",192,23,1,1,"want operator scold",23,0,1,0,1,0
"4608",192,24,0,0,"want operator shout",23,0,1,0,0,1
"4609",193,1,2,1,"do bus curse",25,0,0,1,0,0
"4610",193,2,2,1,"do bus scold",25,0,0,1,1,0
"4611",193,3,2,1,"do bus shout",25,0,0,1,0,1
"4612",193,4,2,1,"do train curse",25,0,0,1,0,0
"4613",193,5,2,1,"do train scold",25,0,0,1,1,0
"4614",193,6,2,1,"do train shout",25,0,0,1,0,1
"4615",193,7,0,0,"do store curse",25,0,0,0,0,0
"4616",193,8,0,0,"do store scold",25,0,0,0,1,0
"4617",193,9,0,0,"do store shout",25,0,0,0,0,1
"4618",193,10,0,0,"do operator curse",25,0,0,0,0,0
"4619",193,11,0,0,"do operator scold",25,0,0,0,1,0
"4620",193,12,0,0,"do operator shout",25,0,0,0,0,1
"4621",193,13,2,1,"want bus curse",25,0,1,1,0,0
"4622",193,14,2,1,"want bus scold",25,0,1,1,1,0
"4623",193,15,2,1,"want bus shout",25,0,1,1,0,1
"4624",193,16,2,1,"want train curse",25,0,1,1,0,0
"4625",193,17,2,1,"want train scold",25,0,1,1,1,0
"4626",193,18,2,1,"want train shout",25,0,1,1,0,1
"4627",193,19,0,0,"want store curse",25,0,1,0,0,0
"4628",193,20,0,0,"want store scold",25,0,1,0,1,0
"4629",193,21,0,0,"want store shout",25,0,1,0,0,1
"4630",193,22,1,1,"want operator curse",25,0,1,0,0,0
"4631",193,23,1,1,"want operator scold",25,0,1,0,1,0
"4632",193,24,0,0,"want operator shout",25,0,1,0,0,1
"4633",194,1,1,1,"do bus curse",19,0,0,1,0,0
"4634",194,2,1,1,"do bus scold",19,0,0,1,1,0
"4635",194,3,1,1,"do bus shout",19,0,0,1,0,1
"4636",194,4,1,1,"do train curse",19,0,0,1,0,0
"4637",194,5,1,1,"do train scold",19,0,0,1,1,0
"4638",194,6,1,1,"do train shout",19,0,0,1,0,1
"4639",194,7,0,0,"do store curse",19,0,0,0,0,0
"4640",194,8,0,0,"do store scold",19,0,0,0,1,0
"4641",194,9,0,0,"do store shout",19,0,0,0,0,1
"4642",194,10,1,1,"do operator curse",19,0,0,0,0,0
"4643",194,11,0,0,"do operator scold",19,0,0,0,1,0
"4644",194,12,0,0,"do operator shout",19,0,0,0,0,1
"4645",194,13,1,1,"want bus curse",19,0,1,1,0,0
"4646",194,14,0,0,"want bus scold",19,0,1,1,1,0
"4647",194,15,0,0,"want bus shout",19,0,1,1,0,1
"4648",194,16,0,0,"want train curse",19,0,1,1,0,0
"4649",194,17,0,0,"want train scold",19,0,1,1,1,0
"4650",194,18,0,0,"want train shout",19,0,1,1,0,1
"4651",194,19,0,0,"want store curse",19,0,1,0,0,0
"4652",194,20,0,0,"want store scold",19,0,1,0,1,0
"4653",194,21,0,0,"want store shout",19,0,1,0,0,1
"4654",194,22,1,1,"want operator curse",19,0,1,0,0,0
"4655",194,23,0,0,"want operator scold",19,0,1,0,1,0
"4656",194,24,0,0,"want operator shout",19,0,1,0,0,1
"4657",195,1,2,1,"do bus curse",11,0,0,1,0,0
"4658",195,2,1,1,"do bus scold",11,0,0,1,1,0
"4659",195,3,2,1,"do bus shout",11,0,0,1,0,1
"4660",195,4,2,1,"do train curse",11,0,0,1,0,0
"4661",195,5,2,1,"do train scold",11,0,0,1,1,0
"4662",195,6,2,1,"do train shout",11,0,0,1,0,1
"4663",195,7,2,1,"do store curse",11,0,0,0,0,0
"4664",195,8,2,1,"do store scold",11,0,0,0,1,0
"4665",195,9,2,1,"do store shout",11,0,0,0,0,1
"4666",195,10,1,1,"do operator curse",11,0,0,0,0,0
"4667",195,11,1,1,"do operator scold",11,0,0,0,1,0
"4668",195,12,1,1,"do operator shout",11,0,0,0,0,1
"4669",195,13,2,1,"want bus curse",11,0,1,1,0,0
"4670",195,14,2,1,"want bus scold",11,0,1,1,1,0
"4671",195,15,1,1,"want bus shout",11,0,1,1,0,1
"4672",195,16,2,1,"want train curse",11,0,1,1,0,0
"4673",195,17,2,1,"want train scold",11,0,1,1,1,0
"4674",195,18,1,1,"want train shout",11,0,1,1,0,1
"4675",195,19,1,1,"want store curse",11,0,1,0,0,0
"4676",195,20,1,1,"want store scold",11,0,1,0,1,0
"4677",195,21,1,1,"want store shout",11,0,1,0,0,1
"4678",195,22,1,1,"want operator curse",11,0,1,0,0,0
"4679",195,23,1,1,"want operator scold",11,0,1,0,1,0
"4680",195,24,1,1,"want operator shout",11,0,1,0,0,1
"4681",196,1,0,0,"do bus curse",28,0,0,1,0,0
"4682",196,2,0,0,"do bus scold",28,0,0,1,1,0
"4683",196,3,2,1,"do bus shout",28,0,0,1,0,1
"4684",196,4,0,0,"do train curse",28,0,0,1,0,0
"4685",196,5,0,0,"do train scold",28,0,0,1,1,0
"4686",196,6,0,0,"do train shout",28,0,0,1,0,1
"4687",196,7,0,0,"do store curse",28,0,0,0,0,0
"4688",196,8,0,0,"do store scold",28,0,0,0,1,0
"4689",196,9,0,0,"do store shout",28,0,0,0,0,1
"4690",196,10,0,0,"do operator curse",28,0,0,0,0,0
"4691",196,11,0,0,"do operator scold",28,0,0,0,1,0
"4692",196,12,2,1,"do operator shout",28,0,0,0,0,1
"4693",196,13,2,1,"want bus curse",28,0,1,1,0,0
"4694",196,14,2,1,"want bus scold",28,0,1,1,1,0
"4695",196,15,0,0,"want bus shout",28,0,1,1,0,1
"4696",196,16,1,1,"want train curse",28,0,1,1,0,0
"4697",196,17,1,1,"want train scold",28,0,1,1,1,0
"4698",196,18,0,0,"want train shout",28,0,1,1,0,1
"4699",196,19,0,0,"want store curse",28,0,1,0,0,0
"4700",196,20,0,0,"want store scold",28,0,1,0,1,0
"4701",196,21,0,0,"want store shout",28,0,1,0,0,1
"4702",196,22,2,1,"want operator curse",28,0,1,0,0,0
"4703",196,23,2,1,"want operator scold",28,0,1,0,1,0
"4704",196,24,0,0,"want operator shout",28,0,1,0,0,1
"4705",197,1,0,0,"do bus curse",27,0,0,1,0,0
"4706",197,2,0,0,"do bus scold",27,0,0,1,1,0
"4707",197,3,0,0,"do bus shout",27,0,0,1,0,1
"4708",197,4,2,1,"do train curse",27,0,0,1,0,0
"4709",197,5,0,0,"do train scold",27,0,0,1,1,0
"4710",197,6,0,0,"do train shout",27,0,0,1,0,1
"4711",197,7,0,0,"do store curse",27,0,0,0,0,0
"4712",197,8,0,0,"do store scold",27,0,0,0,1,0
"4713",197,9,0,0,"do store shout",27,0,0,0,0,1
"4714",197,10,0,0,"do operator curse",27,0,0,0,0,0
"4715",197,11,1,1,"do operator scold",27,0,0,0,1,0
"4716",197,12,0,0,"do operator shout",27,0,0,0,0,1
"4717",197,13,0,0,"want bus curse",27,0,1,1,0,0
"4718",197,14,1,1,"want bus scold",27,0,1,1,1,0
"4719",197,15,0,0,"want bus shout",27,0,1,1,0,1
"4720",197,16,0,0,"want train curse",27,0,1,1,0,0
"4721",197,17,1,1,"want train scold",27,0,1,1,1,0
"4722",197,18,0,0,"want train shout",27,0,1,1,0,1
"4723",197,19,0,0,"want store curse",27,0,1,0,0,0
"4724",197,20,0,0,"want store scold",27,0,1,0,1,0
"4725",197,21,0,0,"want store shout",27,0,1,0,0,1
"4726",197,22,0,0,"want operator curse",27,0,1,0,0,0
"4727",197,23,1,1,"want operator scold",27,0,1,0,1,0
"4728",197,24,0,0,"want operator shout",27,0,1,0,0,1
"4729",198,1,0,0,"do bus curse",16,1,0,1,0,0
"4730",198,2,0,0,"do bus scold",16,1,0,1,1,0
"4731",198,3,0,0,"do bus shout",16,1,0,1,0,1
"4732",198,4,0,0,"do train curse",16,1,0,1,0,0
"4733",198,5,0,0,"do train scold",16,1,0,1,1,0
"4734",198,6,0,0,"do train shout",16,1,0,1,0,1
"4735",198,7,0,0,"do store curse",16,1,0,0,0,0
"4736",198,8,0,0,"do store scold",16,1,0,0,1,0
"4737",198,9,0,0,"do store shout",16,1,0,0,0,1
"4738",198,10,1,1,"do operator curse",16,1,0,0,0,0
"4739",198,11,1,1,"do operator scold",16,1,0,0,1,0
"4740",198,12,0,0,"do operator shout",16,1,0,0,0,1
"4741",198,13,2,1,"want bus curse",16,1,1,1,0,0
"4742",198,14,2,1,"want bus scold",16,1,1,1,1,0
"4743",198,15,0,0,"want bus shout",16,1,1,1,0,1
"4744",198,16,0,0,"want train curse",16,1,1,1,0,0
"4745",198,17,2,1,"want train scold",16,1,1,1,1,0
"4746",198,18,0,0,"want train shout",16,1,1,1,0,1
"4747",198,19,0,0,"want store curse",16,1,1,0,0,0
"4748",198,20,2,1,"want store scold",16,1,1,0,1,0
"4749",198,21,0,0,"want store shout",16,1,1,0,0,1
"4750",198,22,1,1,"want operator curse",16,1,1,0,0,0
"4751",198,23,1,1,"want operator scold",16,1,1,0,1,0
"4752",198,24,0,0,"want operator shout",16,1,1,0,0,1
"4753",199,1,0,0,"do bus curse",16,1,0,1,0,0
"4754",199,2,0,0,"do bus scold",16,1,0,1,1,0
"4755",199,3,0,0,"do bus shout",16,1,0,1,0,1
"4756",199,4,2,1,"do train curse",16,1,0,1,0,0
"4757",199,5,2,1,"do train scold",16,1,0,1,1,0
"4758",199,6,0,0,"do train shout",16,1,0,1,0,1
"4759",199,7,0,0,"do store curse",16,1,0,0,0,0
"4760",199,8,0,0,"do store scold",16,1,0,0,1,0
"4761",199,9,0,0,"do store shout",16,1,0,0,0,1
"4762",199,10,0,0,"do operator curse",16,1,0,0,0,0
"4763",199,11,1,1,"do operator scold",16,1,0,0,1,0
"4764",199,12,0,0,"do operator shout",16,1,0,0,0,1
"4765",199,13,2,1,"want bus curse",16,1,1,1,0,0
"4766",199,14,1,1,"want bus scold",16,1,1,1,1,0
"4767",199,15,0,0,"want bus shout",16,1,1,1,0,1
"4768",199,16,1,1,"want train curse",16,1,1,1,0,0
"4769",199,17,2,1,"want train scold",16,1,1,1,1,0
"4770",199,18,0,0,"want train shout",16,1,1,1,0,1
"4771",199,19,0,0,"want store curse",16,1,1,0,0,0
"4772",199,20,2,1,"want store scold",16,1,1,0,1,0
"4773",199,21,0,0,"want store shout",16,1,1,0,0,1
"4774",199,22,0,0,"want operator curse",16,1,1,0,0,0
"4775",199,23,0,0,"want operator scold",16,1,1,0,1,0
"4776",199,24,0,0,"want operator shout",16,1,1,0,0,1
"4777",200,1,0,0,"do bus curse",16,0,0,1,0,0
"4778",200,2,0,0,"do bus scold",16,0,0,1,1,0
"4779",200,3,2,1,"do bus shout",16,0,0,1,0,1
"4780",200,4,0,0,"do train curse",16,0,0,1,0,0
"4781",200,5,0,0,"do train scold",16,0,0,1,1,0
"4782",200,6,1,1,"do train shout",16,0,0,1,0,1
"4783",200,7,0,0,"do store curse",16,0,0,0,0,0
"4784",200,8,0,0,"do store scold",16,0,0,0,1,0
"4785",200,9,1,1,"do store shout",16,0,0,0,0,1
"4786",200,10,0,0,"do operator curse",16,0,0,0,0,0
"4787",200,11,0,0,"do operator scold",16,0,0,0,1,0
"4788",200,12,2,1,"do operator shout",16,0,0,0,0,1
"4789",200,13,1,1,"want bus curse",16,0,1,1,0,0
"4790",200,14,2,1,"want bus scold",16,0,1,1,1,0
"4791",200,15,0,0,"want bus shout",16,0,1,1,0,1
"4792",200,16,2,1,"want train curse",16,0,1,1,0,0
"4793",200,17,1,1,"want train scold",16,0,1,1,1,0
"4794",200,18,0,0,"want train shout",16,0,1,1,0,1
"4795",200,19,1,1,"want store curse",16,0,1,0,0,0
"4796",200,20,0,0,"want store scold",16,0,1,0,1,0
"4797",200,21,0,0,"want store shout",16,0,1,0,0,1
"4798",200,22,1,1,"want operator curse",16,0,1,0,0,0
"4799",200,23,0,0,"want operator scold",16,0,1,0,1,0
"4800",200,24,0,0,"want operator shout",16,0,1,0,0,1
"4801",201,1,2,1,"do bus curse",13,0,0,1,0,0
"4802",201,2,2,1,"do bus scold",13,0,0,1,1,0
"4803",201,3,1,1,"do bus shout",13,0,0,1,0,1
"4804",201,4,1,1,"do train curse",13,0,0,1,0,0
"4805",201,5,1,1,"do train scold",13,0,0,1,1,0
"4806",201,6,1,1,"do train shout",13,0,0,1,0,1
"4807",201,7,1,1,"do store curse",13,0,0,0,0,0
"4808",201,8,1,1,"do store scold",13,0,0,0,1,0
"4809",201,9,1,1,"do store shout",13,0,0,0,0,1
"4810",201,10,1,1,"do operator curse",13,0,0,0,0,0
"4811",201,11,1,1,"do operator scold",13,0,0,0,1,0
"4812",201,12,2,1,"do operator shout",13,0,0,0,0,1
"4813",201,13,1,1,"want bus curse",13,0,1,1,0,0
"4814",201,14,1,1,"want bus scold",13,0,1,1,1,0
"4815",201,15,1,1,"want bus shout",13,0,1,1,0,1
"4816",201,16,0,0,"want train curse",13,0,1,1,0,0
"4817",201,17,0,0,"want train scold",13,0,1,1,1,0
"4818",201,18,0,0,"want train shout",13,0,1,1,0,1
"4819",201,19,0,0,"want store curse",13,0,1,0,0,0
"4820",201,20,0,0,"want store scold",13,0,1,0,1,0
"4821",201,21,0,0,"want store shout",13,0,1,0,0,1
"4822",201,22,1,1,"want operator curse",13,0,1,0,0,0
"4823",201,23,1,1,"want operator scold",13,0,1,0,1,0
"4824",201,24,1,1,"want operator shout",13,0,1,0,0,1
"4825",202,1,2,1,"do bus curse",21,1,0,1,0,0
"4826",202,2,2,1,"do bus scold",21,1,0,1,1,0
"4827",202,3,2,1,"do bus shout",21,1,0,1,0,1
"4828",202,4,0,0,"do train curse",21,1,0,1,0,0
"4829",202,5,2,1,"do train scold",21,1,0,1,1,0
"4830",202,6,0,0,"do train shout",21,1,0,1,0,1
"4831",202,7,2,1,"do store curse",21,1,0,0,0,0
"4832",202,8,0,0,"do store scold",21,1,0,0,1,0
"4833",202,9,0,0,"do store shout",21,1,0,0,0,1
"4834",202,10,1,1,"do operator curse",21,1,0,0,0,0
"4835",202,11,1,1,"do operator scold",21,1,0,0,1,0
"4836",202,12,0,0,"do operator shout",21,1,0,0,0,1
"4837",202,13,2,1,"want bus curse",21,1,1,1,0,0
"4838",202,14,2,1,"want bus scold",21,1,1,1,1,0
"4839",202,15,2,1,"want bus shout",21,1,1,1,0,1
"4840",202,16,1,1,"want train curse",21,1,1,1,0,0
"4841",202,17,2,1,"want train scold",21,1,1,1,1,0
"4842",202,18,0,0,"want train shout",21,1,1,1,0,1
"4843",202,19,0,0,"want store curse",21,1,1,0,0,0
"4844",202,20,0,0,"want store scold",21,1,1,0,1,0
"4845",202,21,0,0,"want store shout",21,1,1,0,0,1
"4846",202,22,1,1,"want operator curse",21,1,1,0,0,0
